report_month,plant_name,item_name,month_actual
September 2011-12,DSP,Saleable Steel,140.362
October 2011-12,DSP,Saleable Steel,142.216
November 2011-12,DSP,Saleable Steel,147.311
December 2011-12,DSP,Saleable Steel,166.521
January 2011-12,DSP,Saleable Steel,164.731
February 2011-12,DSP,Saleable Steel,147.112
March 2011-12,DSP,Saleable Steel,177.013
April 2010-11,DSP,Saleable Steel,153.228
May 2010-11,DSP,Saleable Steel,150.078
June 2010-11,DSP,Saleable Steel,151.6
July 2010-11,DSP,Saleable Steel,154.103
August 2010-11,DSP,Saleable Steel,155.186
September 2010-11,DSP,Saleable Steel,150.019
October 2010-11,DSP,Saleable Steel,161.315
November 2010-11,DSP,Saleable Steel,163.451
December 2010-11,DSP,Saleable Steel,163.052
January 2010-11,DSP,Saleable Steel,164.237
February 2010-11,DSP,Saleable Steel,133.4
March 2010-11,DSP,Saleable Steel,186.01
April 2009-10,DSP,Saleable Steel,145.056
May 2009-10,DSP,Saleable Steel,160.087
June 2009-10,DSP,Saleable Steel,156.369
July 2009-10,DSP,Saleable Steel,158.049
August 2009-10,DSP,Saleable Steel,160.084
September 2009-10,DSP,Saleable Steel,150.871
October 2009-10,DSP,Saleable Steel,151.028
November 2009-10,DSP,Saleable Steel,150.902
December 2009-10,DSP,Saleable Steel,158.473
January 2009-10,DSP,Saleable Steel,160.422
February 2009-10,DSP,Saleable Steel,147.031
March 2009-10,DSP,Saleable Steel,186.119
April 2008-09,DSP,Saleable Steel,143.007
May 2008-09,DSP,Saleable Steel,142.11
June 2008-09,DSP,Saleable Steel,152.043
July 2008-09,DSP,Saleable Steel,136.516
August 2008-09,DSP,Saleable Steel,150.6
September 2008-09,DSP,Saleable Steel,157.017
October 2008-09,DSP,Saleable Steel,150.352
November 2008-09,DSP,Saleable Steel,126.583
December 2008-09,DSP,Saleable Steel,151.037
January 2008-09,DSP,Saleable Steel,160.387
February 2008-09,DSP,Saleable Steel,146.218
March 2008-09,DSP,Saleable Steel,170.174
April 2007-08,DSP,Saleable Steel,141.253
May 2007-08,DSP,Saleable Steel,150.009
June 2007-08,DSP,Saleable Steel,140.212
July 2007-08,DSP,Saleable Steel,132.252
August 2007-08,DSP,Saleable Steel,150.312
September 2007-08,DSP,Saleable Steel,139.074
October 2007-08,DSP,Saleable Steel,137.536
November 2007-08,DSP,Saleable Steel,145.585
December 2007-08,DSP,Saleable Steel,130.053
January 2007-08,DSP,Saleable Steel,135.075
February 2007-08,DSP,Saleable Steel,140.102
March 2007-08,DSP,Saleable Steel,178.403
April 2006-07,DSP,Saleable Steel,125.459
May 2006-07,DSP,Saleable Steel,145.011
June 2006-07,DSP,Saleable Steel,135.039
July 2006-07,DSP,Saleable Steel,130.675
August 2006-07,DSP,Saleable Steel,126.209
September 2006-07,DSP,Saleable Steel,123.234
October 2006-07,DSP,Saleable Steel,150.24
November 2006-07,DSP,Saleable Steel,150.437
December 2006-07,DSP,Saleable Steel,157.08
January 2006-07,DSP,Saleable Steel,150.025
February 2006-07,DSP,Saleable Steel,145.236
March 2006-07,DSP,Saleable Steel,162.059
April 2005-06,DSP,Saleable Steel,125.169
May 2005-06,DSP,Saleable Steel,135.024
June 2005-06,DSP,Saleable Steel,122.112
July 2005-06,DSP,Saleable Steel,116.204
August 2005-06,DSP,Saleable Steel,150.228
September 2005-06,DSP,Saleable Steel,136.802
October 2005-06,DSP,Saleable Steel,145.613
November 2005-06,DSP,Saleable Steel,143.011
December 2005-06,DSP,Saleable Steel,150.356
January 2005-06,DSP,Saleable Steel,156.783
February 2005-06,DSP,Saleable Steel,140.148
March 2005-06,DSP,Saleable Steel,152.549
April 2004-05,DSP,Saleable Steel,107.249
May 2004-05,DSP,Saleable Steel,123.022
June 2004-05,DSP,Saleable Steel,119.058
July 2004-05,DSP,Saleable Steel,136.268
August 2004-05,DSP,Saleable Steel,133.311
September 2004-05,DSP,Saleable Steel,133.529
October 2004-05,DSP,Saleable Steel,145.003
November 2004-05,DSP,Saleable Steel,142.513
December 2004-05,DSP,Saleable Steel,147.084
January 2004-05,DSP,Saleable Steel,152.437
February 2004-05,DSP,Saleable Steel,143.575
March 2004-05,DSP,Saleable Steel,152.266
April 2003-04,DSP,Saleable Steel,128.155
May 2003-04,DSP,Saleable Steel,131.094
June 2003-04,DSP,Saleable Steel,121.005
July 2003-04,DSP,Saleable Steel,114.184
August 2003-04,DSP,Saleable Steel,115.683
September 2003-04,DSP,Saleable Steel,132.617
October 2003-04,DSP,Saleable Steel,150.176
November 2003-04,DSP,Saleable Steel,142.067
December 2003-04,DSP,Saleable Steel,150.158
January 2003-04,DSP,Saleable Steel,152.063
February 2003-04,DSP,Saleable Steel,142.346
March 2003-04,DSP,Saleable Steel,132.061
April 2002-03,DSP,Saleable Steel,122.042
May 2002-03,DSP,Saleable Steel,130.221
June 2002-03,DSP,Saleable Steel,120.081
July 2002-03,DSP,Saleable Steel,117.025
August 2002-03,DSP,Saleable Steel,128.057
September 2002-03,DSP,Saleable Steel,115.109
October 2002-03,DSP,Saleable Steel,136.057
November 2002-03,DSP,Saleable Steel,126.196
December 2002-03,DSP,Saleable Steel,140.196
January 2002-03,DSP,Saleable Steel,150.839
February 2002-03,DSP,Saleable Steel,142.216
March 2002-03,DSP,Saleable Steel,156.545
April 2001-02,DSP,Saleable Steel,129.005
May 2001-02,DSP,Saleable Steel,133.029
June 2001-02,DSP,Saleable Steel,115.101
July 2001-02,DSP,Saleable Steel,130.015
August 2001-02,DSP,Saleable Steel,130.005
September 2001-02,DSP,Saleable Steel,115.009
October 2001-02,DSP,Saleable Steel,123.018
November 2001-02,DSP,Saleable Steel,112.251
December 2001-02,DSP,Saleable Steel,125.323
January 2001-02,DSP,Saleable Steel,137.023
February 2001-02,DSP,Saleable Steel,131.046
March 2001-02,DSP,Saleable Steel,146.285
April 2000-01,DSP,Saleable Steel,118.542
May 2000-01,DSP,Saleable Steel,126.151
June 2000-01,DSP,Saleable Steel,102.1
July 2000-01,DSP,Saleable Steel,111.53
August 2000-01,DSP,Saleable Steel,114.003
September 2000-01,DSP,Saleable Steel,131.005
October 2000-01,DSP,Saleable Steel,130.115
November 2000-01,DSP,Saleable Steel,125.005
December 2000-01,DSP,Saleable Steel,133.11599999999999
January 2000-01,DSP,Saleable Steel,136.391
February 2000-01,DSP,Saleable Steel,125.902
March 2000-01,DSP,Saleable Steel,142.033
April 2025-26,RSP,Saleable Steel,341.942
May 2025-26,RSP,Saleable Steel,339.255
June 2025-26,RSP,Saleable Steel,345.634
July 2025-26,RSP,Saleable Steel,315.727
August 2025-26,RSP,Saleable Steel,363.865
September 2025-26,RSP,Saleable Steel,346.567
October 2025-26,RSP,Saleable Steel,361.795
November 2025-26,RSP,Saleable Steel,304.892
December 2025-26,RSP,Saleable Steel,363.685
January 2025-26,RSP,Saleable Steel,374.399
February 2025-26,RSP,Saleable Steel,330.388
March 2025-26,RSP,Saleable Steel,377.073
April 2024-25,RSP,Saleable Steel,359.613
May 2024-25,RSP,Saleable Steel,321.886
June 2024-25,RSP,Saleable Steel,386.784
July 2024-25,RSP,Saleable Steel,332.299
August 2024-25,RSP,Saleable Steel,341.572
September 2024-25,RSP,Saleable Steel,324.032
October 2024-25,RSP,Saleable Steel,356.989
November 2024-25,RSP,Saleable Steel,290.318
December 2024-25,RSP,Saleable Steel,316.182
January 2024-25,RSP,Saleable Steel,367.583
February 2024-25,RSP,Saleable Steel,327.849
March 2024-25,RSP,Saleable Steel,355.344
April 2023-24,RSP,Saleable Steel,300.616
May 2023-24,RSP,Saleable Steel,346.468
June 2023-24,RSP,Saleable Steel,325.89
July 2023-24,RSP,Saleable Steel,408.776
August 2023-24,RSP,Saleable Steel,366.599
September 2023-24,RSP,Saleable Steel,329.827
October 2023-24,RSP,Saleable Steel,351.657
November 2023-24,RSP,Saleable Steel,307.44
December 2023-24,RSP,Saleable Steel,319.325
January 2023-24,RSP,Saleable Steel,379.169
February 2023-24,RSP,Saleable Steel,353.242
March 2023-24,RSP,Saleable Steel,421.999
April 2022-23,RSP,Saleable Steel,293.14
May 2022-23,RSP,Saleable Steel,308.197
June 2022-23,RSP,Saleable Steel,319.245
July 2022-23,RSP,Saleable Steel,303.741
August 2022-23,RSP,Saleable Steel,294.163
September 2022-23,RSP,Saleable Steel,318.972
October 2022-23,RSP,Saleable Steel,319.414
November 2022-23,RSP,Saleable Steel,310.232
December 2022-23,RSP,Saleable Steel,338.81
January 2022-23,RSP,Saleable Steel,325.94100000000003
February 2022-23,RSP,Saleable Steel,302.12
March 2022-23,RSP,Saleable Steel,337.872
April 2021-22,RSP,Saleable Steel,275.108
May 2021-22,RSP,Saleable Steel,306.899
June 2021-22,RSP,Saleable Steel,260.012
July 2021-22,RSP,Saleable Steel,302.348
August 2021-22,RSP,Saleable Steel,318.151
September 2021-22,RSP,Saleable Steel,310.357
October 2021-22,RSP,Saleable Steel,317.497
November 2021-22,RSP,Saleable Steel,317.137
December 2021-22,RSP,Saleable Steel,301.139
January 2021-22,RSP,Saleable Steel,300.03
February 2021-22,RSP,Saleable Steel,307.84
March 2021-22,RSP,Saleable Steel,349.743
April 2020-21,RSP,Saleable Steel,108.307
May 2020-21,RSP,Saleable Steel,114.996
June 2020-21,RSP,Saleable Steel,184.266
July 2020-21,RSP,Saleable Steel,276.56
August 2020-21,RSP,Saleable Steel,302.432
September 2020-21,RSP,Saleable Steel,286.111
October 2020-21,RSP,Saleable Steel,320.005
November 2020-21,RSP,Saleable Steel,314.361
December 2020-21,RSP,Saleable Steel,326.21
January 2020-21,RSP,Saleable Steel,331.003
February 2020-21,RSP,Saleable Steel,300.002
March 2020-21,RSP,Saleable Steel,342.042
April 2019-20,RSP,Saleable Steel,249.787
May 2019-20,RSP,Saleable Steel,270.593
June 2019-20,RSP,Saleable Steel,290.025
July 2019-20,RSP,Saleable Steel,251.006
August 2019-20,RSP,Saleable Steel,226.394
September 2019-20,RSP,Saleable Steel,248.403
October 2019-20,RSP,Saleable Steel,262.787
November 2019-20,RSP,Saleable Steel,269.661
December 2019-20,RSP,Saleable Steel,277.334
January 2019-20,RSP,Saleable Steel,283.715
February 2019-20,RSP,Saleable Steel,281.501
March 2019-20,RSP,Saleable Steel,294.016
April 2018-19,RSP,Saleable Steel,228.816
May 2018-19,RSP,Saleable Steel,274.536
June 2018-19,RSP,Saleable Steel,262.312
July 2018-19,RSP,Saleable Steel,287.373
August 2018-19,RSP,Saleable Steel,274.366
September 2018-19,RSP,Saleable Steel,257.243
October 2018-19,RSP,Saleable Steel,280.547
November 2018-19,RSP,Saleable Steel,278.022
December 2018-19,RSP,Saleable Steel,300.296
January 2018-19,RSP,Saleable Steel,311.102
February 2018-19,RSP,Saleable Steel,277.098
March 2018-19,RSP,Saleable Steel,303.175
April 2017-18,RSP,Saleable Steel,247.028
May 2017-18,RSP,Saleable Steel,176.412
June 2017-18,RSP,Saleable Steel,216.814
July 2017-18,RSP,Saleable Steel,263.31
August 2017-18,RSP,Saleable Steel,273.661
September 2017-18,RSP,Saleable Steel,233.874
October 2017-18,RSP,Saleable Steel,261.718
November 2017-18,RSP,Saleable Steel,249.591
December 2017-18,RSP,Saleable Steel,251.712
January 2017-18,RSP,Saleable Steel,255.207
February 2017-18,RSP,Saleable Steel,235.958
March 2017-18,RSP,Saleable Steel,282.206
April 2016-17,RSP,Saleable Steel,222.511
May 2016-17,RSP,Saleable Steel,251.774
June 2016-17,RSP,Saleable Steel,245.925
July 2016-17,RSP,Saleable Steel,196.484
August 2016-17,RSP,Saleable Steel,212.258
September 2016-17,RSP,Saleable Steel,206.81
October 2016-17,RSP,Saleable Steel,214.708
November 2016-17,RSP,Saleable Steel,200.049
December 2016-17,RSP,Saleable Steel,238.596
January 2016-17,RSP,Saleable Steel,246.356
February 2016-17,RSP,Saleable Steel,229.531
March 2016-17,RSP,Saleable Steel,276.97
April 2015-16,RSP,Saleable Steel,180.1
May 2015-16,RSP,Saleable Steel,161.108
June 2015-16,RSP,Saleable Steel,210.1
July 2015-16,RSP,Saleable Steel,213.1
August 2015-16,RSP,Saleable Steel,207.26
September 2015-16,RSP,Saleable Steel,205.085
October 2015-16,RSP,Saleable Steel,220.1
November 2015-16,RSP,Saleable Steel,204.648
December 2015-16,RSP,Saleable Steel,159.471
January 2015-16,RSP,Saleable Steel,200.32
February 2015-16,RSP,Saleable Steel,213.603
March 2015-16,RSP,Saleable Steel,248.869
April 2014-15,RSP,Saleable Steel,210.01
May 2014-15,RSP,Saleable Steel,220.021
June 2014-15,RSP,Saleable Steel,205.008
July 2014-15,RSP,Saleable Steel,225.04
August 2014-15,RSP,Saleable Steel,202.01
September 2014-15,RSP,Saleable Steel,220.1
October 2014-15,RSP,Saleable Steel,215.05
November 2014-15,RSP,Saleable Steel,215.01
December 2014-15,RSP,Saleable Steel,205.05
January 2014-15,RSP,Saleable Steel,215.09
February 2014-15,RSP,Saleable Steel,190.01
March 2014-15,RSP,Saleable Steel,225.074
April 2013-14,RSP,Saleable Steel,161.605
May 2013-14,RSP,Saleable Steel,185.05
June 2013-14,RSP,Saleable Steel,183.41
July 2013-14,RSP,Saleable Steel,183.015
August 2013-14,RSP,Saleable Steel,191.05
September 2013-14,RSP,Saleable Steel,180.009
October 2013-14,RSP,Saleable Steel,171.01
November 2013-14,RSP,Saleable Steel,210.013
December 2013-14,RSP,Saleable Steel,201.01
January 2013-14,RSP,Saleable Steel,212.015
February 2013-14,RSP,Saleable Steel,180.01
March 2013-14,RSP,Saleable Steel,190.05
April 2012-13,RSP,Saleable Steel,165.065
May 2012-13,RSP,Saleable Steel,173.105
June 2012-13,RSP,Saleable Steel,178.106
July 2012-13,RSP,Saleable Steel,178.102
August 2012-13,RSP,Saleable Steel,191.008
September 2012-13,RSP,Saleable Steel,165.109
October 2012-13,RSP,Saleable Steel,135.01
November 2012-13,RSP,Saleable Steel,190.011
December 2012-13,RSP,Saleable Steel,195.812
January 2012-13,RSP,Saleable Steel,200.011
February 2012-13,RSP,Saleable Steel,170.002
March 2012-13,RSP,Saleable Steel,203.003
April 2011-12,RSP,Saleable Steel,165.011
May 2011-12,RSP,Saleable Steel,168.567
June 2011-12,RSP,Saleable Steel,175.11
July 2011-12,RSP,Saleable Steel,174.584
August 2011-12,RSP,Saleable Steel,173.008
September 2011-12,RSP,Saleable Steel,160.036
October 2011-12,RSP,Saleable Steel,168.959
November 2011-12,RSP,Saleable Steel,164.026
December 2011-12,RSP,Saleable Steel,163.012
January 2011-12,RSP,Saleable Steel,184.083
February 2011-12,RSP,Saleable Steel,181.029
March 2011-12,RSP,Saleable Steel,202.7
April 2010-11,RSP,Saleable Steel,159.13
May 2010-11,RSP,Saleable Steel,155.574
June 2010-11,RSP,Saleable Steel,156.023
July 2010-11,RSP,Saleable Steel,162.379
August 2010-11,RSP,Saleable Steel,173.606
September 2010-11,RSP,Saleable Steel,173.133
October 2010-11,RSP,Saleable Steel,184.133
November 2010-11,RSP,Saleable Steel,162.855
December 2010-11,RSP,Saleable Steel,160.728
January 2010-11,RSP,Saleable Steel,182.432
February 2010-11,RSP,Saleable Steel,165.85
March 2010-11,RSP,Saleable Steel,194.478
April 2009-10,RSP,Saleable Steel,146.827
May 2009-10,RSP,Saleable Steel,141.865
June 2009-10,RSP,Saleable Steel,174.22
July 2009-10,RSP,Saleable Steel,164.672
August 2009-10,RSP,Saleable Steel,173.57
September 2009-10,RSP,Saleable Steel,160.524
October 2009-10,RSP,Saleable Steel,148.401
November 2009-10,RSP,Saleable Steel,134.225
December 2009-10,RSP,Saleable Steel,200.473
January 2009-10,RSP,Saleable Steel,196.085
February 2009-10,RSP,Saleable Steel,160.082
March 2009-10,RSP,Saleable Steel,196.374
April 2008-09,RSP,Saleable Steel,156.275
May 2008-09,RSP,Saleable Steel,165.125
June 2008-09,RSP,Saleable Steel,170.176
July 2008-09,RSP,Saleable Steel,173.117
August 2008-09,RSP,Saleable Steel,175.07
September 2008-09,RSP,Saleable Steel,171.64
October 2008-09,RSP,Saleable Steel,119.505
November 2008-09,RSP,Saleable Steel,141.53
December 2008-09,RSP,Saleable Steel,143.946
January 2008-09,RSP,Saleable Steel,193.361
February 2008-09,RSP,Saleable Steel,180.377
March 2008-09,RSP,Saleable Steel,198.398
April 2007-08,RSP,Saleable Steel,117.393
May 2007-08,RSP,Saleable Steel,135.002
June 2007-08,RSP,Saleable Steel,183.324
July 2007-08,RSP,Saleable Steel,182.747
August 2007-08,RSP,Saleable Steel,194.508
September 2007-08,RSP,Saleable Steel,167.544
October 2007-08,RSP,Saleable Steel,181.641
November 2007-08,RSP,Saleable Steel,172.345
December 2007-08,RSP,Saleable Steel,182.411
January 2007-08,RSP,Saleable Steel,181.801
February 2007-08,RSP,Saleable Steel,171.584
March 2007-08,RSP,Saleable Steel,197.435
April 2006-07,RSP,Saleable Steel,136.413
May 2006-07,RSP,Saleable Steel,175.977
June 2006-07,RSP,Saleable Steel,158.642
July 2006-07,RSP,Saleable Steel,151.968
August 2006-07,RSP,Saleable Steel,156.782
September 2006-07,RSP,Saleable Steel,144.626
October 2006-07,RSP,Saleable Steel,195.191
November 2006-07,RSP,Saleable Steel,162.953
December 2006-07,RSP,Saleable Steel,184.806
January 2006-07,RSP,Saleable Steel,177.132
February 2006-07,RSP,Saleable Steel,148.071
March 2006-07,RSP,Saleable Steel,149.583
April 2005-06,RSP,Saleable Steel,119.294
May 2005-06,RSP,Saleable Steel,106.422
June 2005-06,RSP,Saleable Steel,106.18
July 2005-06,RSP,Saleable Steel,97.666
August 2005-06,RSP,Saleable Steel,113.572
September 2005-06,RSP,Saleable Steel,117.472
October 2005-06,RSP,Saleable Steel,147.319
November 2005-06,RSP,Saleable Steel,127.677
December 2005-06,RSP,Saleable Steel,158.269
January 2005-06,RSP,Saleable Steel,173.481
February 2005-06,RSP,Saleable Steel,174.409
March 2005-06,RSP,Saleable Steel,173.909
April 2004-05,RSP,Saleable Steel,93.203
May 2004-05,RSP,Saleable Steel,107.748
June 2004-05,RSP,Saleable Steel,93.228
July 2004-05,RSP,Saleable Steel,119.486
August 2004-05,RSP,Saleable Steel,141.885
September 2004-05,RSP,Saleable Steel,134.45
October 2004-05,RSP,Saleable Steel,135.957
November 2004-05,RSP,Saleable Steel,139.968
December 2004-05,RSP,Saleable Steel,140.245
January 2004-05,RSP,Saleable Steel,154.28
February 2004-05,RSP,Saleable Steel,137.998
March 2004-05,RSP,Saleable Steel,157.677
April 2003-04,RSP,Saleable Steel,122.219
May 2003-04,RSP,Saleable Steel,123.116
June 2003-04,RSP,Saleable Steel,131.206
July 2003-04,RSP,Saleable Steel,155.133
August 2003-04,RSP,Saleable Steel,134.011
September 2003-04,RSP,Saleable Steel,130.22
October 2003-04,RSP,Saleable Steel,118.771
November 2003-04,RSP,Saleable Steel,71.639
December 2003-04,RSP,Saleable Steel,157.511
January 2003-04,RSP,Saleable Steel,154.135
February 2003-04,RSP,Saleable Steel,143.044
March 2003-04,RSP,Saleable Steel,133.942
April 2002-03,RSP,Saleable Steel,122.14
May 2002-03,RSP,Saleable Steel,122.504
June 2002-03,RSP,Saleable Steel,130.106
July 2002-03,RSP,Saleable Steel,126.117
August 2002-03,RSP,Saleable Steel,117.108
September 2002-03,RSP,Saleable Steel,103.184
October 2002-03,RSP,Saleable Steel,91.501
November 2002-03,RSP,Saleable Steel,130.011
December 2002-03,RSP,Saleable Steel,141.173
January 2002-03,RSP,Saleable Steel,152.96
February 2002-03,RSP,Saleable Steel,135.202
March 2002-03,RSP,Saleable Steel,154.481
April 2001-02,RSP,Saleable Steel,108.104
May 2001-02,RSP,Saleable Steel,109.105
June 2001-02,RSP,Saleable Steel,107.706
July 2001-02,RSP,Saleable Steel,103.407
August 2001-02,RSP,Saleable Steel,100.508
September 2001-02,RSP,Saleable Steel,101.209
October 2001-02,RSP,Saleable Steel,76.31
November 2001-02,RSP,Saleable Steel,121.311
December 2001-02,RSP,Saleable Steel,130.312
January 2001-02,RSP,Saleable Steel,127.401
February 2001-02,RSP,Saleable Steel,125.902
March 2001-02,RSP,Saleable Steel,142.403
April 2000-01,RSP,Saleable Steel,105.104
May 2000-01,RSP,Saleable Steel,105.545
June 2000-01,RSP,Saleable Steel,103.556
July 2000-01,RSP,Saleable Steel,85.637
August 2000-01,RSP,Saleable Steel,100.208
September 2000-01,RSP,Saleable Steel,115.209
October 2000-01,RSP,Saleable Steel,115.31
November 2000-01,RSP,Saleable Steel,109.311
December 2000-01,RSP,Saleable Steel,110.312
January 2000-01,RSP,Saleable Steel,115.401
February 2000-01,RSP,Saleable Steel,108.402
March 2000-01,RSP,Saleable Steel,120.403
April 2025-26,BSL,Saleable Steel,357.587
May 2025-26,BSL,Saleable Steel,408.261
June 2025-26,BSL,Saleable Steel,375.182
July 2025-26,BSL,Saleable Steel,383.618
August 2025-26,BSL,Saleable Steel,344.886
September 2025-26,BSL,Saleable Steel,374.312
October 2025-26,BSL,Saleable Steel,373.98
November 2025-26,BSL,Saleable Steel,358.204
December 2025-26,BSL,Saleable Steel,349.877
January 2025-26,BSL,Saleable Steel,421.169
February 2025-26,BSL,Saleable Steel,384.914
March 2025-26,BSL,Saleable Steel,432.942
April 2024-25,BSL,Saleable Steel,113.862
May 2024-25,BSL,Saleable Steel,273.381
June 2024-25,BSL,Saleable Steel,291.654
July 2024-25,BSL,Saleable Steel,335.66
August 2024-25,BSL,Saleable Steel,353.188
September 2024-25,BSL,Saleable Steel,376.032
October 2024-25,BSL,Saleable Steel,379.523
November 2024-25,BSL,Saleable Steel,333.264
December 2024-25,BSL,Saleable Steel,359.684
January 2024-25,BSL,Saleable Steel,354.44
February 2024-25,BSL,Saleable Steel,311.824
March 2024-25,BSL,Saleable Steel,377.876
April 2023-24,BSL,Saleable Steel,349.951
May 2023-24,BSL,Saleable Steel,323.769
June 2023-24,BSL,Saleable Steel,319.087
July 2023-24,BSL,Saleable Steel,251.727
August 2023-24,BSL,Saleable Steel,386.254
September 2023-24,BSL,Saleable Steel,382.366
October 2023-24,BSL,Saleable Steel,351.451
November 2023-24,BSL,Saleable Steel,312.677
December 2023-24,BSL,Saleable Steel,366.186
January 2023-24,BSL,Saleable Steel,310.0
February 2023-24,BSL,Saleable Steel,338.16
March 2023-24,BSL,Saleable Steel,299.104
April 2022-23,BSL,Saleable Steel,302.374
May 2022-23,BSL,Saleable Steel,305.443
June 2022-23,BSL,Saleable Steel,294.282
July 2022-23,BSL,Saleable Steel,320.029
August 2022-23,BSL,Saleable Steel,327.149
September 2022-23,BSL,Saleable Steel,300.591
October 2022-23,BSL,Saleable Steel,320.778
November 2022-23,BSL,Saleable Steel,312.912
December 2022-23,BSL,Saleable Steel,331.277
January 2022-23,BSL,Saleable Steel,333.394
February 2022-23,BSL,Saleable Steel,313.359
March 2022-23,BSL,Saleable Steel,381.101
April 2021-22,BSL,Saleable Steel,306.247
May 2021-22,BSL,Saleable Steel,302.492
June 2021-22,BSL,Saleable Steel,276.035
July 2021-22,BSL,Saleable Steel,318.572
August 2021-22,BSL,Saleable Steel,346.645
September 2021-22,BSL,Saleable Steel,349.554
October 2021-22,BSL,Saleable Steel,333.308
November 2021-22,BSL,Saleable Steel,320.97
December 2021-22,BSL,Saleable Steel,306.752
January 2021-22,BSL,Saleable Steel,320.185
February 2021-22,BSL,Saleable Steel,313.16200000000003
March 2021-22,BSL,Saleable Steel,333.317
April 2020-21,BSL,Saleable Steel,91.941
May 2020-21,BSL,Saleable Steel,149.632
June 2020-21,BSL,Saleable Steel,228.958
July 2020-21,BSL,Saleable Steel,261.816
August 2020-21,BSL,Saleable Steel,315.056
September 2020-21,BSL,Saleable Steel,282.03
October 2020-21,BSL,Saleable Steel,320.258
November 2020-21,BSL,Saleable Steel,313.671
December 2020-21,BSL,Saleable Steel,338.875
January 2020-21,BSL,Saleable Steel,333.232
February 2020-21,BSL,Saleable Steel,278.581
March 2020-21,BSL,Saleable Steel,326.857
April 2019-20,BSL,Saleable Steel,311.587
May 2019-20,BSL,Saleable Steel,294.247
June 2019-20,BSL,Saleable Steel,295.012
July 2019-20,BSL,Saleable Steel,285.501
August 2019-20,BSL,Saleable Steel,270.505
September 2019-20,BSL,Saleable Steel,222.627
October 2019-20,BSL,Saleable Steel,263.554
November 2019-20,BSL,Saleable Steel,290.049
December 2019-20,BSL,Saleable Steel,306.303
January 2019-20,BSL,Saleable Steel,288.025
February 2019-20,BSL,Saleable Steel,292.344
March 2019-20,BSL,Saleable Steel,269.613
April 2018-19,BSL,Saleable Steel,282.743
May 2018-19,BSL,Saleable Steel,292.78
June 2018-19,BSL,Saleable Steel,300.071
July 2018-19,BSL,Saleable Steel,304.061
August 2018-19,BSL,Saleable Steel,310.105
September 2018-19,BSL,Saleable Steel,291.052
October 2018-19,BSL,Saleable Steel,307.25
November 2018-19,BSL,Saleable Steel,300.086
December 2018-19,BSL,Saleable Steel,307.4
January 2018-19,BSL,Saleable Steel,282.162
February 2018-19,BSL,Saleable Steel,311.074
March 2018-19,BSL,Saleable Steel,337.638
April 2017-18,BSL,Saleable Steel,300.036
May 2017-18,BSL,Saleable Steel,293.366
June 2017-18,BSL,Saleable Steel,280.034
July 2017-18,BSL,Saleable Steel,250.527
August 2017-18,BSL,Saleable Steel,317.133
September 2017-18,BSL,Saleable Steel,320.27
October 2017-18,BSL,Saleable Steel,310.272
November 2017-18,BSL,Saleable Steel,285.5
December 2017-18,BSL,Saleable Steel,296.194
January 2017-18,BSL,Saleable Steel,309.866
February 2017-18,BSL,Saleable Steel,273.643
March 2017-18,BSL,Saleable Steel,263.77
April 2016-17,BSL,Saleable Steel,243.114
May 2016-17,BSL,Saleable Steel,314.2
June 2016-17,BSL,Saleable Steel,238.884
July 2016-17,BSL,Saleable Steel,304.721
August 2016-17,BSL,Saleable Steel,302.4
September 2016-17,BSL,Saleable Steel,296.702
October 2016-17,BSL,Saleable Steel,300.162
November 2016-17,BSL,Saleable Steel,120.584
December 2016-17,BSL,Saleable Steel,320.096
January 2016-17,BSL,Saleable Steel,309.977
February 2016-17,BSL,Saleable Steel,286.879
March 2016-17,BSL,Saleable Steel,334.759
April 2015-16,BSL,Saleable Steel,291.115
May 2015-16,BSL,Saleable Steel,288.017
June 2015-16,BSL,Saleable Steel,245.004
July 2015-16,BSL,Saleable Steel,220.411
August 2015-16,BSL,Saleable Steel,45.722
September 2015-16,BSL,Saleable Steel,28.286
October 2015-16,BSL,Saleable Steel,85.633
November 2015-16,BSL,Saleable Steel,227.014
December 2015-16,BSL,Saleable Steel,277.076
January 2015-16,BSL,Saleable Steel,293.581
February 2015-16,BSL,Saleable Steel,284.468
March 2015-16,BSL,Saleable Steel,315.028
April 2014-15,BSL,Saleable Steel,285.622
May 2014-15,BSL,Saleable Steel,295.693
June 2014-15,BSL,Saleable Steel,290.025
July 2014-15,BSL,Saleable Steel,285.698
August 2014-15,BSL,Saleable Steel,288.051
September 2014-15,BSL,Saleable Steel,275.109
October 2014-15,BSL,Saleable Steel,270.088
November 2014-15,BSL,Saleable Steel,250.027
December 2014-15,BSL,Saleable Steel,265.018
January 2014-15,BSL,Saleable Steel,292.038
February 2014-15,BSL,Saleable Steel,267.015
March 2014-15,BSL,Saleable Steel,312.076
April 2013-14,BSL,Saleable Steel,275.07
May 2013-14,BSL,Saleable Steel,303.178
June 2013-14,BSL,Saleable Steel,301.115
July 2013-14,BSL,Saleable Steel,300.003
August 2013-14,BSL,Saleable Steel,290.023
September 2013-14,BSL,Saleable Steel,296.085
October 2013-14,BSL,Saleable Steel,285.105
November 2013-14,BSL,Saleable Steel,216.035
December 2013-14,BSL,Saleable Steel,306.08
January 2013-14,BSL,Saleable Steel,310.153
February 2013-14,BSL,Saleable Steel,285.037
March 2013-14,BSL,Saleable Steel,321.525
